participantID,treatment,earnings,age2225,age2629,age3035,age3644,age4554
"303968",1,10638,1,0,0,0,0
"303969",0,2160,0,0,1,0,0
"303970",1,8861,1,0,0,0,0
"303971",1,16517,0,0,0,1,0
"303972",1,13285,0,0,1,0,0
"303973",1,3684,1,0,0,0,0
"303975",1,290,0,1,0,0,0
"303978",1,10058,0,0,1,0,0
"303980",0,210,0,0,0,0,1
"303982",1,0,0,0,0,0,1
"303984",1,438,1,0,0,0,0
"303986",1,0,0,0,0,0,0
"303989",1,37071,1,0,0,0,0
"303993",1,15038,0,1,0,0,0
"303996",1,8004,0,0,1,0,0
"303997",0,21077,1,0,0,0,0
"303998",0,1449,0,0,1,0,0
"303999",1,39687,0,0,0,0,1
"304000",1,3990,0,0,1,0,0
"304008",1,3985,1,0,0,0,0
"304009",0,0,0,1,0,0,0
"304011",1,33257,1,0,0,0,0
"304012",1,14523,0,0,1,0,0
"304013",0,0,0,1,0,0,0
"304014",0,2018,0,0,0,1,0
"304015",0,19104,0,1,0,0,0
"304016",1,24541,0,0,1,0,0
"304018",1,33368,0,0,0,0,0
"304020",1,39,1,0,0,0,0
"304022",0,26009,0,0,0,0,1
"304024",1,35559,0,0,0,0,0
"304025",1,30229,0,0,0,1,0
"304027",1,15318,0,0,0,1,0
"304028",1,4470,1,0,0,0,0
"304030",1,9481,0,1,0,0,0
"304032",0,16200,1,0,0,0,0
"304034",1,324,0,0,0,1,0
"304035",1,17305,0,0,1,0,0
"304036",1,14699,0,0,0,1,0
"304037",1,33497,0,0,0,1,0
"304039",0,0,0,0,0,0,1
"304040",1,0,1,0,0,0,0
"304041",0,7381,1,0,0,0,0
"304042",0,3735,0,0,1,0,0
"304043",1,1873,0,0,1,0,0
"304045",1,20373,0,0,1,0,0
"304047",0,4119,1,0,0,0,0
"304048",1,0,0,1,0,0,0
"304050",1,5442,0,0,0,1,0
"304051",0,8708,0,1,0,0,0
"304052",1,43190,0,0,0,1,0
"304055",0,13488,0,0,0,1,0
"304056",1,54335,0,1,0,0,0
"304058",0,0,0,0,0,0,1
"304059",1,11175,0,1,0,0,0
"304060",0,636,0,0,1,0,0
"304061",1,18489,0,1,0,0,0
"304062",0,31196,0,0,0,0,1
"304063",1,51423,0,1,0,0,0
"304064",1,23409,0,0,0,1,0
"304065",1,33282,0,1,0,0,0
"304067",1,330,1,0,0,0,0
"304068",0,30662,1,0,0,0,0
"304070",1,0,0,0,0,1,0
"304072",0,18288,1,0,0,0,0
"304074",1,554,0,0,1,0,0
"304083",1,0,1,0,0,0,0
"304085",0,34266,0,0,0,1,0
"304087",1,4606,0,0,0,0,1
"304088",1,26789,0,1,0,0,0
"304089",1,3666,1,0,0,0,0
"304091",1,27474,0,1,0,0,0
"304093",1,15353,0,0,1,0,0
"304094",1,27,0,0,0,1,0
"304095",1,3999,0,0,1,0,0
"304096",0,18088,1,0,0,0,0
"304097",1,1320,0,1,0,0,0
"304098",1,60,1,0,0,0,0
"304100",0,28029,0,0,0,1,0
"304103",1,0,1,0,0,0,0
"304104",1,16324,1,0,0,0,0
"304105",0,31035,1,0,0,0,0
"304106",1,72244,0,0,0,1,0
"304108",0,66996,1,0,0,0,0
"304109",1,14669,0,0,1,0,0
"304111",1,3051,1,0,0,0,0
"304112",1,1086,0,0,1,0,0
"304115",0,3198,0,0,0,1,0
"304116",1,37374,0,0,1,0,0
"304118",1,27759,0,0,0,1,0
"304120",0,31881,0,0,1,0,0
"304121",1,0,0,0,0,0,1
"304122",1,35614,0,0,1,0,0
"304123",1,3732,0,0,1,0,0
"304125",1,13759,0,0,1,0,0
"304127",1,181,0,0,1,0,0
"304130",0,11961,0,0,0,1,0
"304131",0,2868,1,0,0,0,0
"304132",0,24347,0,0,1,0,0
"304133",0,13266,1,0,0,0,0
"304135",0,0,0,0,0,0,1
"304138",1,4875,0,0,0,0,1
"304140",1,27417,0,0,1,0,0
"304141",1,4140,1,0,0,0,0
"304144",0,63760,0,1,0,0,0
"304148",0,8380,0,0,1,0,0
"304151",1,4204,0,1,0,0,0
"304153",1,24364,1,0,0,0,0
"304154",1,11006,0,1,0,0,0
"304156",1,192,0,0,0,1,0
"304157",1,0,0,0,0,1,0
"304158",0,4321,0,1,0,0,0
"304159",0,23500,0,1,0,0,0
"304160",1,969,0,0,1,0,0
"304161",0,0,0,0,0,1,0
"304163",0,1533,0,0,0,0,1
"304164",1,1230,0,0,0,0,0
"304167",1,22016,0,0,0,1,0
"304169",1,9369,0,1,0,0,0
"304170",0,0,0,0,1,0,0
"304172",1,30762,1,0,0,0,0
"304173",1,24645,0,0,0,1,0
"304175",1,57732,1,0,0,0,0
"304177",0,0,0,0,1,0,0
"304178",1,54577,1,0,0,0,0
"304179",1,43731,1,0,0,0,0
"304180",1,2832,1,0,0,0,0
"304181",1,21008,0,0,1,0,0
"304185",1,28528,1,0,0,0,0
"304187",0,15939,0,0,0,0,1
"304189",0,4005,1,0,0,0,0
"304191",1,0,0,0,1,0,0
"304193",1,17382,1,0,0,0,0
"304194",0,37629,0,0,0,1,0
"304195",1,3591,0,0,1,0,0
"304197",1,2913,0,1,0,0,0
"304199",1,34136,1,0,0,0,0
"304201",0,22959,0,0,1,0,0
"304202",0,6282,0,1,0,0,0
"304203",0,33970,0,0,1,0,0
"304204",1,9651,1,0,0,0,0
"304208",1,15789,0,0,0,1,0
"304209",1,10993,0,0,1,0,0
"304210",1,18116,0,1,0,0,0
"304212",1,21233,1,0,0,0,0
"304215",1,52991,1,0,0,0,0
"304219",0,7110,0,0,0,0,1
"304222",0,42952,0,0,1,0,0
"304223",1,13785,1,0,0,0,0
"304224",1,73054,0,0,0,1,0
"304225",1,43887,1,0,0,0,0
"304228",1,0,1,0,0,0,0
"304230",0,0,0,1,0,0,0
"304231",1,25070,0,0,1,0,0
"304232",0,48660,0,1,0,0,0
"304234",1,25499,0,0,1,0,0
"304235",0,12093,0,0,0,1,0
"304237",1,0,0,0,0,1,0
"304238",0,351,0,0,0,1,0
"304240",1,15680,1,0,0,0,0
"304243",1,216,0,1,0,0,0
"304244",1,24399,1,0,0,0,0
"304246",0,3423,0,1,0,0,0
"304248",1,4851,1,0,0,0,0
"304249",1,2107,0,0,0,0,0
"304250",1,10970,0,1,0,0,0
"304251",1,13899,1,0,0,0,0
"304253",0,14092,1,0,0,0,0
"304254",1,48611,0,1,0,0,0
"304255",1,6254,0,0,1,0,0
"304259",1,915,0,0,0,0,1
"304262",1,25390,0,0,0,0,1
"304263",1,830,0,0,1,0,0
"304264",1,1071,0,1,0,0,0
"304265",1,50328,0,1,0,0,0
"304268",0,23560,1,0,0,0,0
"304271",1,23868,1,0,0,0,0
"304275",1,54180,1,0,0,0,0
"304276",0,9588,0,1,0,0,0
"304278",1,2895,0,0,0,1,0
"304281",1,8207,0,1,0,0,0
"304282",0,4476,0,0,0,1,0
"304286",1,135,1,0,0,0,0
"304289",0,33180,1,0,0,0,0
"304290",1,7240,0,0,1,0,0
"304292",1,8956,0,0,0,0,0
"304293",0,24466,0,1,0,0,0
"304294",1,10401,0,1,0,0,0
"304297",0,18283,0,1,0,0,0
"304299",1,16452,0,0,1,0,0
"304300",1,7737,1,0,0,0,0
"304301",0,26049,0,0,0,0,1
"304303",1,113,0,0,0,1,0
"304307",1,50916,0,0,0,1,0
"304309",1,22080,1,0,0,0,0
"304311",1,0,0,0,1,0,0
"304312",1,88174,1,0,0,0,0
"304314",1,38019,0,0,1,0,0
"304317",0,0,0,0,0,0,1
"304318",1,1302,0,0,1,0,0
"304319",1,69594,0,1,0,0,0
"304321",0,20711,0,0,1,0,0
"304322",1,3026,1,0,0,0,0
"304324",1,25695,0,0,0,0,1
"304325",0,443,0,0,0,0,1
"304329",0,21091,0,0,0,1,0
"304331",1,13245,0,0,0,0,1
"304334",0,8033,0,0,0,1,0
"304335",0,25497,0,0,0,1,0
"304338",1,6933,1,0,0,0,0
"304339",1,24344,0,0,1,0,0
"304340",1,0,0,0,1,0,0
"304341",1,75075,0,0,0,1,0
"304342",1,39761,0,0,0,1,0
"304343",1,3030,0,0,0,1,0
"304344",1,32112,1,0,0,0,0
"304345",1,8958,0,0,0,0,1
"304349",0,0,0,0,0,1,0
"304350",1,7146,0,0,1,0,0
"304351",0,13130,1,0,0,0,0
"304352",1,7979,0,1,0,0,0
"304355",1,20515,0,0,0,0,1
"304357",1,363,0,0,1,0,0
"304358",0,11070,0,1,0,0,0
"304359",1,11520,0,1,0,0,0
"304366",1,3522,1,0,0,0,0
"304367",1,17110,1,0,0,0,0
"304368",1,0,0,0,0,0,1
"304371",1,666,0,0,1,0,0
"304374",1,64173,0,0,1,0,0
"304376",1,0,1,0,0,0,0
"304378",0,1647,1,0,0,0,0
"304379",0,96447,1,0,0,0,0
"304380",1,47373,1,0,0,0,0
"304381",1,129,1,0,0,0,0
"304382",1,16120,0,0,1,0,0
"304384",1,1941,0,0,1,0,0
"304385",1,35349,1,0,0,0,0
"304388",1,1488,0,1,0,0,0
"304391",1,26831,0,1,0,0,0
"304393",0,17848,0,0,1,0,0
"304394",0,25193,0,0,1,0,0
"304395",1,45043,0,1,0,0,0
"304398",1,51131,0,0,0,1,0
"304399",0,38941,1,0,0,0,0
"304401",1,22550,0,1,0,0,0
"304403",1,26735,0,0,0,1,0
"304407",0,20409,0,1,0,0,0
"304409",0,9695,1,0,0,0,0
"304410",1,41688,0,1,0,0,0
"304412",1,86187,1,0,0,0,0
"304416",1,612,0,0,1,0,0
"304417",0,7038,0,0,0,1,0
"304420",1,666,0,0,0,1,0
"304422",1,332,0,1,0,0,0
"304423",0,1859,0,1,0,0,0
"304424",1,19155,1,0,0,0,0
"304426",1,13257,0,1,0,0,0
"304430",1,29113,0,1,0,0,0
"304432",1,0,0,0,1,0,0
"304433",0,36250,0,0,0,1,0
"304437",1,1365,0,0,1,0,0
"304438",1,42501,0,0,1,0,0
"304441",0,4686,1,0,0,0,0
"304443",0,6585,0,1,0,0,0
"304445",1,0,0,0,0,0,1
"304446",1,29081,0,1,0,0,0
"304451",0,13105,0,0,1,0,0
"304453",0,49408,0,0,0,0,1
"304455",1,45,0,0,1,0,0
"304458",1,15976,0,0,1,0,0
"304459",0,11530,0,1,0,0,0
"304460",1,71509,1,0,0,0,0
"304462",0,744,0,0,0,0,0
"304463",0,0,0,1,0,0,0
"304465",0,1139,0,0,1,0,0
"304467",1,5460,0,0,1,0,0
"304471",1,13048,0,1,0,0,0
"304476",1,5305,0,1,0,0,0
"304481",0,23183,0,0,1,0,0
"304482",1,12060,0,0,0,1,0
"304487",0,33206,0,0,0,1,0
"304491",1,8730,0,1,0,0,0
"304492",1,15748,0,1,0,0,0
"304493",1,0,0,1,0,0,0
"304496",0,6786,1,0,0,0,0
"304497",1,255,0,1,0,0,0
"304499",1,1011,0,0,1,0,0
"304501",1,10923,0,0,0,1,0
"304502",0,75771,0,1,0,0,0
"304503",1,25537,0,1,0,0,0
"304506",1,0,0,0,0,1,0
"304509",1,0,0,0,0,1,0
"304510",0,0,0,0,0,0,1
"304511",0,27663,0,0,1,0,0
"304512",1,0,0,0,0,1,0
"304513",0,213,1,0,0,0,0
"304514",1,5841,0,1,0,0,0
"304516",0,9081,0,0,0,1,0
"304517",1,34613,1,0,0,0,0
"304518",0,28565,1,0,0,0,0
"304519",1,20625,0,0,0,1,0
"304520",1,7218,0,1,0,0,0
"304522",0,16488,0,0,1,0,0
"304524",1,20265,0,0,1,0,0
"304525",1,6923,0,0,0,1,0
"304526",1,3525,1,0,0,0,0
"304528",1,377,0,0,1,0,0
"304529",0,12432,0,0,1,0,0
"304534",0,23187,0,0,0,0,1
"304536",1,0,1,0,0,0,0
"304537",1,2757,0,0,0,1,0
"304538",1,11244,0,0,0,0,0
"304539",0,2289,0,0,0,1,0
"304541",0,33704,1,0,0,0,0
"304546",1,9720,0,0,0,1,0
"304547",1,10470,1,0,0,0,0
"304548",1,4797,0,1,0,0,0
"304549",0,1254,0,0,0,0,1
"304550",1,45213,0,1,0,0,0
"304551",0,363,1,0,0,0,0
"304552",1,670,0,0,0,0,0
"304553",0,8073,1,0,0,0,0
"304554",0,4485,0,1,0,0,0
"304556",1,583,1,0,0,0,0
"304558",1,16772,0,1,0,0,0
"304559",1,7476,0,0,0,1,0
"304560",1,9411,1,0,0,0,0
"304561",1,1470,0,0,0,1,0
"304562",0,0,0,1,0,0,0
"304564",1,28753,0,0,1,0,0
"304565",1,2790,1,0,0,0,0
"304567",0,35214,0,0,0,0,1
"304568",1,7407,1,0,0,0,0
"304569",0,2472,0,1,0,0,0
"304570",1,83,0,1,0,0,0
"304571",1,0,1,0,0,0,0
"304573",1,3375,0,0,1,0,0
"304575",1,30696,0,1,0,0,0
"304577",1,2199,0,1,0,0,0
"304579",1,30122,0,1,0,0,0
"304584",1,15479,0,1,0,0,0
"304585",0,32943,0,0,0,0,1
"304592",1,1776,1,0,0,0,0
"304595",0,5371,0,0,0,1,0
"304596",0,6423,0,1,0,0,0
"304597",0,18442,0,0,0,1,0
"304598",1,24756,0,0,0,1,0
"304599",0,35325,0,0,0,1,0
"304600",1,13255,0,0,0,1,0
"304602",0,0,0,1,0,0,0
"304606",1,28327,0,0,0,0,1
"304607",1,45971,0,0,1,0,0
"304608",1,36760,1,0,0,0,0
"304610",1,789,0,1,0,0,0
"304611",0,549,0,0,1,0,0
"304612",0,18828,0,0,0,0,0
"304613",1,5226,0,0,0,0,0
"304617",1,38121,1,0,0,0,0
"304618",1,12461,0,1,0,0,0
"304619",1,5700,0,0,0,0,0
"304621",1,0,1,0,0,0,0
"304623",0,8163,1,0,0,0,0
"304624",1,19968,1,0,0,0,0
"304626",0,3162,0,0,1,0,0
"304627",1,0,1,0,0,0,0
"304630",0,1701,1,0,0,0,0
"304631",0,12607,1,0,0,0,0
"304633",0,0,0,0,1,0,0
"304634",1,51170,0,1,0,0,0
"304636",0,32187,0,0,0,1,0
"304637",1,45424,0,0,1,0,0
"304643",1,7588,1,0,0,0,0
"304644",1,12549,0,1,0,0,0
"304647",1,3314,0,0,1,0,0
"304651",1,14790,1,0,0,0,0
"304652",1,35406,0,0,1,0,0
"304654",0,35350,0,0,1,0,0
"304655",1,0,0,1,0,0,0
"304658",0,3066,1,0,0,0,0
"304660",0,294,0,0,0,1,0
"304661",0,31434,0,1,0,0,0
"304662",0,0,0,0,0,1,0
"304663",0,52514,0,0,0,0,1
"304665",1,0,0,0,0,1,0
"304669",1,0,0,0,0,1,0
"304671",1,50088,0,0,0,1,0
"304672",1,41742,0,0,0,1,0
"304673",1,915,0,0,0,0,1
"304676",0,22112,0,0,1,0,0
"304680",1,0,1,0,0,0,0
"304681",1,0,0,0,1,0,0
"304682",1,33456,0,0,0,1,0
"304684",1,10374,1,0,0,0,0
"304685",0,30181,0,0,1,0,0
"304686",1,35741,1,0,0,0,0
"304687",0,1122,0,1,0,0,0
"304688",1,5166,0,0,1,0,0
"304689",0,26214,1,0,0,0,0
"304690",1,41767,1,0,0,0,0
"304691",1,2148,0,0,1,0,0
"304694",0,97,1,0,0,0,0
"304695",1,4102,1,0,0,0,0
"304699",1,219,0,0,1,0,0
"304700",1,90,0,0,0,0,0
"304701",1,0,0,0,1,0,0
"304702",0,30041,0,0,1,0,0
"304706",0,1982,0,0,0,0,1
"304709",1,82677,0,0,1,0,0
"304713",1,77944,0,0,0,1,0
"304715",1,0,0,0,0,1,0
"304716",1,19414,0,0,1,0,0
"304717",1,90,0,0,0,1,0
"304718",1,20688,0,0,1,0,0
"304719",0,7842,0,0,0,1,0
"304721",0,14567,0,0,1,0,0
"304722",1,72468,0,1,0,0,0
"304723",0,2908,1,0,0,0,0
"304724",1,42982,0,0,0,1,0
"304727",1,1750,1,0,0,0,0
"304728",0,43008,1,0,0,0,0
"304729",1,3263,0,0,1,0,0
"304730",1,3855,0,0,0,1,0
"304732",0,16143,1,0,0,0,0
"304733",0,8697,0,0,1,0,0
"304734",0,0,0,0,0,0,1
"304736",0,13481,0,0,0,0,0
"304738",1,22487,1,0,0,0,0
"304739",1,20361,0,0,0,0,1
"304740",1,1335,0,1,0,0,0
"304742",1,87,0,0,1,0,0
"304744",1,0,0,0,1,0,0
"304745",1,0,0,0,0,0,0
"304746",1,435,0,0,0,0,1
"304747",0,0,0,0,1,0,0
"304748",1,0,0,0,0,1,0
"304749",1,46098,0,0,0,1,0
"304753",1,3375,0,0,0,1,0
"304757",0,13393,0,1,0,0,0
"304759",1,948,0,0,1,0,0
"304763",1,0,0,0,1,0,0
"304764",1,690,0,0,1,0,0
"304767",1,46592,1,0,0,0,0
"304768",1,39423,0,0,1,0,0
"304769",1,18925,1,0,0,0,0
"304770",0,83,1,0,0,0,0
"304774",0,29082,0,0,1,0,0
"304775",1,27844,0,0,1,0,0
"304778",1,16629,0,0,0,1,0
"304780",0,0,0,1,0,0,0
"304781",1,0,1,0,0,0,0
"304783",1,12582,1,0,0,0,0
"304784",1,2929,1,0,0,0,0
"304788",1,240,0,0,1,0,0
"304791",0,10530,0,0,0,0,0
"304792",1,65604,0,1,0,0,0
"304793",0,29964,1,0,0,0,0
"304795",0,18663,1,0,0,0,0
"304797",1,19739,0,0,0,1,0
"304798",0,14521,0,0,1,0,0
"304800",0,0,0,0,1,0,0
"304803",1,0,0,0,1,0,0
"304804",0,11679,0,1,0,0,0
"304805",0,5387,0,1,0,0,0
"304809",1,120,0,0,0,1,0
"304811",0,19740,0,0,1,0,0
"304812",1,6603,0,0,1,0,0
"304813",1,13859,0,0,1,0,0
"304816",1,21840,0,0,0,1,0
"304820",1,2778,0,1,0,0,0
"304821",1,28050,0,1,0,0,0
"304823",1,36600,0,0,0,0,1
"304825",0,1904,0,0,1,0,0
"304827",0,9207,0,0,0,1,0
"304830",0,18411,0,0,0,0,1
"304835",0,4308,1,0,0,0,0
"304838",1,21120,1,0,0,0,0
"304839",1,9923,0,0,0,1,0
"304840",0,81153,0,0,0,1,0
"304841",0,0,1,0,0,0,0
"304842",1,7378,1,0,0,0,0
"304843",0,22999,0,0,1,0,0
"304844",1,290,0,0,1,0,0
"304846",1,36597,0,1,0,0,0
"304848",0,11476,1,0,0,0,0
"304852",1,6759,0,0,1,0,0
"304853",1,5697,0,1,0,0,0
"304855",1,6957,0,0,0,1,0
"304856",0,0,1,0,0,0,0
"304858",1,58848,0,0,0,1,0
"304859",0,27914,0,0,1,0,0
"304860",1,2361,0,0,0,1,0
"304861",1,29864,0,0,0,1,0
"304865",1,13198,0,0,0,1,0
"304866",1,22948,0,0,1,0,0
"304867",1,10885,0,0,0,1,0
"304868",1,19959,0,1,0,0,0
"304869",1,1170,0,1,0,0,0
"304870",0,6446,0,1,0,0,0
"304871",1,2421,1,0,0,0,0
"304872",1,0,1,0,0,0,0
"304873",0,40038,0,0,1,0,0
"304875",1,40872,0,0,0,1,0
"304877",1,25611,0,0,0,1,0
"304880",1,9640,0,0,1,0,0
"304883",0,2658,0,1,0,0,0
"304885",0,0,0,0,0,1,0
"304887",0,0,0,0,0,1,0
"304889",1,11196,0,0,0,0,0
"304891",1,13135,0,0,1,0,0
"304893",1,27534,0,0,1,0,0
"304897",0,0,1,0,0,0,0
"304899",1,13241,0,1,0,0,0
"304900",0,20691,0,0,0,1,0
"304901",1,13934,0,0,0,0,1
"304902",1,18077,0,0,1,0,0
"304904",1,18041,0,1,0,0,0
"304905",0,38102,1,0,0,0,0
"304907",1,26458,1,0,0,0,0
"304909",1,2316,0,1,0,0,0
"304911",0,611,0,1,0,0,0
"304912",1,31474,0,0,1,0,0
"304913",0,10765,1,0,0,0,0
"304918",1,44316,0,0,1,0,0
"304920",1,11190,0,1,0,0,0
"304924",0,23878,0,0,1,0,0
"304925",1,0,0,0,1,0,0
"304926",0,7420,1,0,0,0,0
"304928",1,14718,0,1,0,0,0
"304929",1,5082,0,0,0,1,0
"304931",1,24830,0,0,0,0,1
"304932",1,35137,0,0,0,1,0
"304935",1,22716,0,1,0,0,0
"304936",1,22746,0,1,0,0,0
"304940",1,2181,0,1,0,0,0
"304941",1,26383,0,1,0,0,0
"304942",1,15203,0,0,1,0,0
"304943",1,69459,0,1,0,0,0
"304944",1,10779,0,0,0,0,1
"304945",0,3195,1,0,0,0,0
"304946",1,744,0,0,0,1,0
"304947",1,0,0,0,0,0,1
"304948",1,5966,1,0,0,0,0
"304950",0,27726,0,1,0,0,0
"304951",0,7245,1,0,0,0,0
"304953",0,4128,0,0,0,1,0
"304954",1,30326,0,0,1,0,0
"304958",0,15116,0,0,1,0,0
"304963",1,24892,0,1,0,0,0
"304967",0,39228,0,0,1,0,0
"304968",1,37708,0,0,1,0,0
"304970",0,16665,0,0,0,1,0
"304972",1,18741,0,0,0,0,1
"304973",0,0,0,1,0,0,0
"304975",1,0,1,0,0,0,0
"304976",1,2783,0,0,0,1,0
"304978",1,29318,1,0,0,0,0
"304984",1,33513,0,0,1,0,0
"304985",1,3008,0,0,1,0,0
"304987",1,4384,0,0,1,0,0
"304989",0,162,1,0,0,0,0
"304995",1,0,0,0,0,1,0
"304996",1,15813,0,0,0,1,0
"304998",0,53049,1,0,0,0,0
"305001",0,17539,0,1,0,0,0
"305003",0,642,1,0,0,0,0
"305004",1,30132,0,1,0,0,0
"305009",0,30,0,0,0,0,1
"305011",0,27770,1,0,0,0,0
"305012",0,17305,1,0,0,0,0
"305013",0,3060,0,0,1,0,0
"305014",1,27092,0,0,0,1,0
"305015",1,45,0,0,0,1,0
"305016",1,0,0,1,0,0,0
"305019",1,8616,0,0,0,1,0
"305020",1,8529,0,1,0,0,0
"305023",1,20607,0,0,1,0,0
"305028",1,40341,0,0,1,0,0
"305029",1,59349,0,0,0,0,0
"305030",1,47532,0,1,0,0,0
"305032",1,20039,0,0,0,1,0
"305034",0,27954,1,0,0,0,0
"305037",0,20420,0,0,0,1,0
"305038",1,0,0,1,0,0,0
"305039",1,0,0,0,0,1,0
"305041",1,5009,0,1,0,0,0
"305042",1,20877,0,0,0,1,0
"305043",1,0,0,0,1,0,0
"305045",1,9550,0,0,1,0,0
"305047",1,201,0,0,1,0,0
"305051",1,5314,0,0,0,1,0
"305052",1,29691,0,1,0,0,0
"305053",1,46494,0,1,0,0,0
"305056",1,11703,0,0,0,1,0
"305061",1,11276,0,0,0,0,1
"305062",1,0,0,0,1,0,0
"305067",1,27557,0,1,0,0,0
"305068",0,31131,0,0,1,0,0
"305069",0,53031,0,0,0,1,0
"305071",1,117,0,0,1,0,0
"305072",1,98,0,0,0,1,0
"305073",1,25340,0,0,0,1,0
"305074",1,7407,0,1,0,0,0
"305075",1,210,0,0,0,1,0
"305078",0,20416,0,0,0,0,1
"305080",1,201,0,1,0,0,0
"305081",1,6567,0,0,0,0,0
"305084",1,3285,1,0,0,0,0
"305085",1,6845,0,0,1,0,0
"305086",0,0,0,1,0,0,0
"305087",1,4142,0,0,1,0,0
"305089",1,2286,1,0,0,0,0
"305090",1,0,0,0,0,1,0
"305093",1,56748,0,0,1,0,0
"305094",1,19096,0,0,0,1,0
"305095",1,2878,0,0,1,0,0
"305099",1,84426,0,0,0,0,0
"305101",1,9916,1,0,0,0,0
"305104",1,53559,0,0,0,1,0
"305107",0,11037,0,0,1,0,0
"305108",0,17223,0,0,1,0,0
"305113",1,6528,0,1,0,0,0
"305114",1,0,0,1,0,0,0
"305115",1,1643,0,0,0,1,0
"305119",0,0,0,1,0,0,0
"305122",1,6845,0,0,0,1,0
"305123",1,7379,0,0,1,0,0
"305125",1,20485,0,0,0,1,0
"305126",0,4836,0,0,1,0,0
"305128",1,0,0,0,0,1,0
"305131",1,1074,0,0,0,0,1
"305136",1,2117,0,1,0,0,0
"305137",1,9283,0,0,1,0,0
"305138",1,16590,0,0,0,1,0
"305139",0,4230,1,0,0,0,0
"305141",1,8778,1,0,0,0,0
"305142",1,11911,0,0,0,0,0
"305145",0,13310,0,0,1,0,0
"305146",0,40253,0,1,0,0,0
"305147",1,1390,0,0,1,0,0
"305149",1,25021,0,1,0,0,0
"305151",1,6828,0,0,0,1,0
"305152",1,33870,0,0,1,0,0
"305154",1,0,0,1,0,0,0
"305155",1,45,0,1,0,0,0
"305156",1,10848,0,1,0,0,0
"305159",0,34011,0,0,0,1,0
"305160",0,39323,0,0,0,1,0
"305161",0,9610,0,0,1,0,0
"305163",1,30930,0,0,1,0,0
"305164",0,45595,1,0,0,0,0
"305165",1,29640,1,0,0,0,0
"305166",1,27448,1,0,0,0,0
"305167",1,0,0,0,0,1,0
"305168",0,0,0,1,0,0,0
"305170",0,0,1,0,0,0,0
"305171",0,9837,0,1,0,0,0
"305172",1,1560,0,0,0,0,1
"305176",1,43929,0,1,0,0,0
"305179",0,4965,0,0,0,1,0
"305181",1,14953,0,0,1,0,0
"305182",1,35444,0,0,0,1,0
"305184",0,8907,1,0,0,0,0
"305185",0,953,0,1,0,0,0
"305189",1,24543,0,0,0,0,1
"305191",1,8913,0,0,0,0,1
"305194",0,46243,1,0,0,0,0
"305196",1,0,0,1,0,0,0
"305197",1,33,0,0,1,0,0
"305199",0,0,0,0,0,1,0
"305200",1,36570,0,1,0,0,0
"305207",1,23541,0,0,1,0,0
"305209",0,17214,1,0,0,0,0
"305211",1,3948,0,1,0,0,0
"305212",0,6689,0,0,1,0,0
"305214",1,2901,0,0,0,0,1
"305219",1,3966,1,0,0,0,0
"305222",1,16320,0,0,1,0,0
"305223",0,0,0,0,0,1,0
"305224",0,67741,0,1,0,0,0
"305226",1,1484,0,0,1,0,0
"305228",1,0,0,0,0,1,0
"305229",1,22080,0,0,0,1,0
"305231",1,94715,0,0,1,0,0
"305232",1,0,0,0,0,1,0
"305233",1,37456,0,1,0,0,0
"305235",0,16476,0,1,0,0,0
"305239",0,933,0,0,1,0,0
"305242",0,57357,0,0,0,0,1
"305243",0,12459,0,0,0,1,0
"305246",0,15467,1,0,0,0,0
"305251",1,43447,0,1,0,0,0
"305252",1,104,0,0,0,1,0
"305253",0,75,1,0,0,0,0
"305256",1,8487,0,0,1,0,0
"305260",1,6798,0,1,0,0,0
"305261",1,0,1,0,0,0,0
"305262",1,0,0,0,1,0,0
"305264",0,402,0,1,0,0,0
"305265",0,8025,0,0,0,1,0
"305268",1,28349,0,0,1,0,0
"305269",1,1274,0,1,0,0,0
"305274",1,84,0,0,0,1,0
"305276",0,33750,0,0,1,0,0
"305277",0,27805,0,0,1,0,0
"305282",1,23626,0,0,0,1,0
"305283",1,24389,0,1,0,0,0
"305284",1,22816,1,0,0,0,0
"305286",1,24894,1,0,0,0,0
"305287",0,9078,1,0,0,0,0
"305288",0,8157,0,0,0,0,1
"305289",0,9373,0,1,0,0,0
"305290",0,19707,0,0,1,0,0
"305291",0,17976,1,0,0,0,0
"305292",0,2320,0,0,1,0,0
"305295",1,43188,0,0,1,0,0
"305296",1,21705,1,0,0,0,0
"305297",0,0,0,1,0,0,0
"305300",1,25483,0,0,0,0,1
"305306",0,0,0,0,1,0,0
"305308",1,55296,1,0,0,0,0
"305310",1,3405,1,0,0,0,0
"305311",0,0,0,0,0,0,1
"305312",1,117,1,0,0,0,0
"305314",1,42174,1,0,0,0,0
"305318",0,13173,0,0,0,0,0
"305321",1,435,0,0,0,0,0
"305322",1,0,0,0,1,0,0
"305326",0,21325,0,1,0,0,0
"305328",0,0,0,0,0,1,0
"305329",1,18393,0,0,0,1,0
"305330",0,2673,0,0,1,0,0
"305331",1,4212,0,0,1,0,0
"305332",1,2752,1,0,0,0,0
"305339",1,41108,0,0,0,1,0
"305340",1,32046,1,0,0,0,0
"305341",1,39125,0,0,0,0,0
"305343",0,3433,0,0,1,0,0
"305344",1,41820,0,0,0,1,0
"305345",1,544,1,0,0,0,0
"305348",0,10353,1,0,0,0,0
"305352",1,484,0,0,0,1,0
"305353",0,37641,0,1,0,0,0
"305354",1,54109,0,1,0,0,0
